chembl_id,ic50_value,units,pchembl_value,target_chembl_id,target_name,assay_chembl_id,activity_comment
CHEMBL3125709,1.2,nM,8.92,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3125710,0.7,nM,9.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3132470,
CHEMBL3233018,40,nM,7.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3233049,1.5,nM,8.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3233121,1.1,nM,8.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233122,0.8,nM,9.1,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233123,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233124,0.6,nM,9.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233125,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233126,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233127,0.4,nM,9.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233128,3,nM,8.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233129,1.3,nM,8.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233130,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233131,1,nM,9,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233132,5,nM,8.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233133,0.9,nM,9.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233134,0.9,nM,9.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233135,5,nM,8.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233136,1.1,nM,8.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233137,0.4,nM,9.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233138,2,nM,8.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233139,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233140,0.4,nM,9.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243058,
CHEMBL3233141,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3243059,
CHEMBL3233587,600,nM,6.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3233588,300,nM,6.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3233589,4000,nM,5.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3233590,2700,nM,5.57,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3233591,1000,nM,6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3233592,3000,nM,5.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3233593,3900,nM,5.41,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3233595,5600,nM,5.25,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3240507,
CHEMBL3236356,0.8,nM,9.1,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236357,0.8,nM,9.1,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236358,0.8,nM,9.1,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236359,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236360,3.1,nM,8.51,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236361,1.9,nM,8.72,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236362,0.6,nM,9.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236363,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236364,0.17,nM,9.77,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3412296,
CHEMBL3236365,1.1,nM,8.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236635,1.8,nM,8.74,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236636,0.7,nM,9.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236637,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236638,7.6,nM,8.12,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236639,1.4,nM,8.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236640,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236641,1.2,nM,8.92,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236642,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236643,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236644,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236645,0.4,nM,9.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236646,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236647,0.8,nM,9.1,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236648,0.9,nM,9.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236649,0.7,nM,9.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236650,3,nM,8.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236651,1,nM,9,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236652,0.4,nM,9.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236653,0.7,nM,9.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236654,1.7,nM,8.77,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236655,0.7,nM,9.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236656,0.3,nM,9.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236657,1.1,nM,8.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236658,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236659,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236660,2,nM,8.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236661,1.3,nM,8.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236662,1.3,nM,8.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236663,1,nM,9,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236664,0.2,nM,9.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236665,1,nM,9,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241172,
CHEMBL3236666,9,nM,8.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3236667,0.5,nM,9.3,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3241171,
CHEMBL3260809,120,nM,6.92,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260810,11,nM,7.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260811,7,nM,8.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260812,8,nM,8.1,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260813,3,nM,8.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260814,4,nM,8.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260815,18,nM,7.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260816,3,nM,8.52,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260817,25,nM,7.6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260818,6,nM,8.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260819,4,nM,8.4,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260820,6,nM,8.22,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260821,2,nM,8.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3260822,2,nM,8.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3267322,
CHEMBL3286447,360,nM,6.44,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3288447,169,nM,6.77,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3292645,
CHEMBL3288448,41,nM,7.39,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3292645,
CHEMBL3288449,24,nM,7.62,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3292645,
CHEMBL3288450,16,nM,7.8,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3292645,
CHEMBL3288451,24,nM,7.62,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3292645,
CHEMBL3291217,990,nM,6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291218,970,nM,6.01,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291219,940,nM,6.03,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291220,910,nM,6.04,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291221,890,nM,6.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291222,840,nM,6.08,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291433,440,nM,6.36,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291434,810,nM,6.09,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291435,780,nM,6.11,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291436,610,nM,6.21,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291437,570,nM,6.24,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291438,550,nM,6.26,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL3291439,260,nM,6.58,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3295827,
CHEMBL359159,29400,nM,4.53,CHEMBL4295587,Isocitrate lyase 1,CHEMBL4258182,
CHEMBL360540,13000,nM,4.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL874553,
CHEMBL377203,367,nM,6.43,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL377462,36000,nM,4.44,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL377524,8220,nM,5.08,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL377614,250,nM,6.6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL377639,13100,nM,4.88,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL378030,8600,nM,5.07,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL378662,1550,nM,5.81,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL378851,6250,nM,5.2,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL868168,
CHEMBL378998,2830,nM,5.55,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL379173,9,nM,8.05,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL2182642,
CHEMBL379293,850,nM,6.07,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL379487,5660,nM,5.25,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL379505,800,nM,6.1,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL866341,
CHEMBL379656,540,nM,6.27,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL380178,3600,nM,5.44,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL380214,710,nM,6.15,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL380399,5410,nM,5.27,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL382389,2130,nM,5.67,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL382422,2120,nM,5.67,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL383471,27000,nM,4.57,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL383727,980,nM,6.01,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL407002,11,nM,7.96,CHEMBL2850,Glycogen synthase kinase-3 alpha,CHEMBL686306,
CHEMBL407632,140,nM,6.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2156544,
CHEMBL410456,171,nM,6.77,CHEMBL2828,Casein kinase I delta,CHEMBL4328366,
CHEMBL411220,1090,nM,5.96,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL424876,2440,nM,5.61,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL425528,15000,nM,4.82,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL874553,
CHEMBL426321,870,nM,6.06,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL427042,25000,nM,4.6,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL865541,
CHEMBL427316,3600,nM,5.44,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL874553,
CHEMBL443053,2180,nM,5.66,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL854219,
CHEMBL461462,58600,nM,4.23,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL988050,
CHEMBL462089,250,nM,6.6,CHEMBL614074,V79,CHEMBL4266454,
CHEMBL514709,3300,nM,5.48,CHEMBL387,MCF7,CHEMBL955992,
CHEMBL515487,90,nM,7.05,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL965739,
CHEMBL566955,189,nM,6.72,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1039715,
CHEMBL567426,1230,nM,5.91,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL1052159,
CHEMBL572933,44.6,nM,7.35,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL2401075,
CHEMBL575121,32.4,nM,7.49,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1039715,
CHEMBL575538,32.4,nM,7.49,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1039715,
CHEMBL576,1.3,nM,8.89,CHEMBL391,Vero,CHEMBL815922,
CHEMBL576342,157,nM,6.8,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1039715,
CHEMBL577393,25.7,nM,7.59,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1039715,
CHEMBL578028,16.4,nM,7.79,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1039715,
CHEMBL578238,56,nM,7.25,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1039715,
CHEMBL582845,140,nM,6.85,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1040560,
CHEMBL583959,120,nM,6.92,CHEMBL612545,Unchecked,CHEMBL5230803,
CHEMBL593074,9200,nM,5.04,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL593807,18000,nM,4.75,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL593825,20000,nM,4.7,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL593841,13000,nM,4.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL593921,63000,nM,4.2,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL593925,24000,nM,4.62,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL593926,13000,nM,4.89,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL593927,7500,nM,5.12,CHEMBL1255126,Protein Mdm4,CHEMBL1068494,
CHEMBL611023,85000,nM,4.07,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL611330,43000,nM,4.37,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL611331,38000,nM,4.42,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL611332,17000,nM,4.77,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL611333,41000,nM,4.39,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL611623,12000,nM,4.92,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL1068493,
CHEMBL611624,8100,nM,5.09,CHEMBL1255126,Protein Mdm4,CHEMBL1068494,
CHEMBL964,31.1,nM,7.51,CHEMBL612545,Unchecked,CHEMBL4423127,
CHEMBL376408,0.3,nM,9.52,CHEMBL3883288,Bcl-xL/Bcl-2-binding component 3,CHEMBL1251003,
CHEMBL436605,2000,nM,5.7,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL651293,
CHEMBL106708,504000,nM,3.3,CHEMBL612545,Unchecked,CHEMBL3239336,
CHEMBL1094130,40400,nM,4.39,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1094172,10300,nM,4.99,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1094250,180,nM,6.75,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1106539,
CHEMBL1094366,240,nM,6.62,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1106539,
CHEMBL1094444,72000,nM,4.14,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1094809,36000,nM,4.44,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095146,5400,nM,5.27,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095307,1900,nM,5.72,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095308,13400,nM,4.87,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095309,6900,nM,5.16,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095310,7300,nM,5.14,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095757,5200,nM,5.28,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095758,35900,nM,4.45,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095759,6200,nM,5.21,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1095770,12700,nM,4.9,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1096087,12600,nM,4.9,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1096755,3000,nM,5.52,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1097075,3100,nM,5.51,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL1120826,
CHEMBL1097427,100000,nM,4,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1097428,12100,nM,4.92,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1098322,26700,nM,4.57,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1098323,5300,nM,5.28,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1098324,3000,nM,5.52,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120824,
CHEMBL1098754,12600,nM,4.9,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1098755,6200,nM,5.21,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1120823,
CHEMBL1163268,10000,nM,5,CHEMBL394,HCT-116,CHEMBL1168413,
CHEMBL1164030,10000,nM,5,CHEMBL394,HCT-116,CHEMBL1168413,
CHEMBL1164031,10000,nM,5,CHEMBL394,HCT-116,CHEMBL1168413,
CHEMBL1164319,10000,nM,5,CHEMBL394,HCT-116,CHEMBL1168413,
CHEMBL1165054,10000,nM,5,CHEMBL394,HCT-116,CHEMBL1168413,
CHEMBL1165508,10000,nM,5,CHEMBL394,HCT-116,CHEMBL1168413,
CHEMBL1331211,130,nM,6.89,CHEMBL3414417,Histone acetyltransferase RTT109,CHEMBL3419557,
CHEMBL1468800,1742,nM,5.76,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1614321,Active
CHEMBL165,0.6,nM,9.22,CHEMBL284,Dipeptidyl peptidase IV,CHEMBL4232373,
CHEMBL1672070,1900,nM,5.72,CHEMBL383,HL-60,CHEMBL1827902,
CHEMBL1672071,321,nM,6.49,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL2318342,
CHEMBL1672077,388,nM,6.41,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL2318342,
CHEMBL1672080,342,nM,6.47,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL1677787,
CHEMBL1672081,90,nM,7.05,CHEMBL387,MCF7,CHEMBL1677791,
CHEMBL1672082,5,nM,8.3,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1677786,
CHEMBL1689139,3,nM,8.52,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3406793,
CHEMBL1689140,21,nM,7.68,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL1693055,
CHEMBL1689141,6,nM,8.22,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1693053,
CHEMBL1689142,16,nM,7.8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1693053,
CHEMBL1689143,3,nM,8.52,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1693053,
CHEMBL1689144,20,nM,7.7,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1693053,
CHEMBL1689145,3,nM,8.52,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1693053,
CHEMBL1689146,29,nM,7.54,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1693053,
CHEMBL1689147,3000,nM,5.52,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1693053,
CHEMBL1802135,75000,nM,4.12,CHEMBL383,HL-60,CHEMBL1806309,
CHEMBL1824189,6400,nM,5.19,CHEMBL387,MCF7,CHEMBL1827904,
CHEMBL1824190,20,nM,7.7,CHEMBL387,MCF7,CHEMBL1827904,
CHEMBL1824800,16770,nM,4.78,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824801,15080,nM,4.82,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824802,42720,nM,4.37,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824803,9370,nM,5.03,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824804,3790,nM,5.42,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824805,2510,nM,5.6,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1825443,
CHEMBL1824806,3560,nM,5.45,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1825443,
CHEMBL1824807,17790,nM,4.75,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1825443,
CHEMBL1824808,5080,nM,5.29,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1825443,
CHEMBL1824809,3190,nM,5.5,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824811,6200,nM,5.21,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824812,310,nM,6.51,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824813,180,nM,6.75,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824814,8690,nM,5.06,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1825443,
CHEMBL1824815,5760,nM,5.24,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1825443,
CHEMBL1824816,3240,nM,5.49,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1825443,
CHEMBL1824817,2530,nM,5.6,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824818,2310,nM,5.64,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824819,4080,nM,5.39,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824820,1940,nM,5.71,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824821,1970,nM,5.71,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824822,42590,nM,4.37,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1825443,
CHEMBL1824823,10870,nM,4.96,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824824,12110,nM,4.92,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824825,2960,nM,5.53,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824826,160,nM,6.8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824827,3760,nM,5.42,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824828,2700,nM,5.57,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824829,2000,nM,5.7,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
